text,label,input
VHS - I have watched this over and over and LOVED every minute of it so much so I have now ordered the DVD I only wished the film could have lasted longer. I never worry about what other people think I prefer to make my own mind up and entirely disagree with the negative comments and will not let others spoil my enjoyment of the film whatsoever. Make up your own mind and don't let others put you off! I have all Jane Austen's BBC series but this is my FAVOURITE. I see there is to be a NEW Northanger Abbey released in 2007 which I will buy when it comes out but it will not stop me watching Northanger Abbey released in the 80's.,1,VHS - I have watched this over and over and LOVED every minute of it so much so I have now ordered the DVD I only wished the film
"I have always loved The Muppets. Though most children's entertainment then wasn't that likable, The Muppet's was. The Muppet's are very, very funny. They are probably the most likable children's characters ever. <br /><br />Not only did The Muppets have their own show. They also have starred in many films. from The Muppet's Christmas carol to The Muppet's treasure Island. The first Muppet's movie, The Muppet movie, was also, like the show and the other films, excellent.<br /><br />The Muppet movie is about how they all got started. Kermit the frog used to live in a swamp. Until one day a movie executive tells him that there are auditions for frogs in Hollywood. So Kermit takes off for Hollywood. Along the way he runs into lots of people such as Fozzie Bear, Gonzo the great, and Miss Piggy. Also, an evil man is trying to capture Kermit.<br /><br />All of the Muppet films are highly enjoyable. I mean they are all very funny. This film has many film appearances. Such as Steve Martin, Mel Brooks, Elliot Gould, Carol Kane, Richard Pryor, and Orson Welles. The Muppet films are all very enjoyable. I hear that Jason Segel is going to star in one soon. I can't wait to see it.",1,"I have always loved The Muppets. Though most children's entertainment then wasn't that likable, The Muppet's was. The Muppet's"
"Stan Laurel regarded PUTTING PANTS ON PHILIP as the first true' L&H film. THE SECOND HUNDRED YEARS was the first 'official' L&H film, but this was the one where Stan completely resigned himself not only to performing (he had signed on with the Hal Roach Studios as a director and 'gag-man', before certain situations - among them Oliver Hardy's accident with a leg of lamb leading to Stan having to replace him; and the extra money that performing would provide for himself and his new wife, Lois - brought about his historic return to performing, as well as writing, directing, editing and involvement in other areas of production), but also realised the fact that he was part of a team that worked well together. This, therefore, is an historic and very important film in the history of comedy.<br /><br />It is also a surprisingly funny little silent film; rather different from what Laurel & Hardy would become known for and from what they are more immediately associated with today. The characters of 'Stan & Ollie do not appear - Scottish Stan Laurel plays the nephew of Oliver Hardy, a respectable man about town who is reluctant to be seen with this strange-looking fellow with a kilt and the habit of chasing pretty girls. There are some very funny moments in this well-made, charming little movie, and the performances of these two Kings of Comedy are spot-on - watch Stan's little 'scissor-kick' and smile that says, ""Well waddaya know?"" when he sees girls, or the hair-ruffling scene at the airport, for instance. Hilarious.<br /><br />Watch this film if you can, with backing music from The Beau Hunks Orchestra (available on the VVL video releases) which enhances the 1920s feel and is very, very pleasant to listen to. It's a brilliant and underrated little film, which is why I said it was 'surprisingly' funny.",1,Stan Laurel regarded PUTTING PANTS ON PHILIP as the first true' L&H film. THE SECOND HUNDRED YEARS was the
"I'm not great at writing reviews, so I'll just spout my opinions...<br /><br />I loved this series at first. The adventure, the action, the comedy, the drama... I thought it was all brilliant. Anderson, Tapping, Shanks, Judge, Davis... I loved them all. Davis, it seemed, was the fifth-most important person in the cast. Not a big deal. But when his character (General Hammond) left at the end of the seventh season, and Anderson's character (Colonel O'Neill) moved from the field to the office, the quality of the series suddenly fell off a cliff. I don't know whether it's because Hammond was more important that I realized or what, but for some reason, after the seventh season, the series turned to ****.<br /><br />The first seven seasons, though, were awesome. The movie Stargate seemed mediocre the first time I saw it, but it turned out to be, even if this wasn't the original intention, a brilliant setup to the series. I recommend that you watch the movie first, then watch the first season of the TV series, then watch the movie again (you'll have a whole new appreciation of it the second time around, believe me), and then watch the rest of the TV series.<br /><br />The last three seasons of the series aren't nearly as good as the first seven, but that doesn't mean they aren't good. It just means they're a letdown if you've gotten spoiled by the first seven seasons.<br /><br />After you have finished this series, be sure to watch the spin off series, Stargate: Atlantis. It is a worthy successor to this brilliant series.<br /><br />EDIT on 7-18-08: I just found out that Don S. Davis died a few weeks ago. It is a great loss.",1,"I'm not great at writing reviews, so I'll just spout my opinions...<br /><br />I loved this series at first. The adventure"
"I loved Long Way Round and wasn't even aware of Race to Dakar until i saw it on the shelves of my local supermarket. I bought it and after a slightly 'hmm will this be as good' first episode i decided that it was. Charlie Boorman was great as were the other members of the crew. Great to see him with Ewan again. There was a fair bit of swearing in it but that didn't bother me. As for their being no mention of it on the package. Thats more to do with the silly Excempt from Classification certificate that the BBFC have. They should have given it a 15 just for the language alone.<br /><br />Highly recommended series, i want more!!",1,I loved Long Way Round and wasn't even aware of Race to Dakar until i saw it on the shelves of my local supermarket. I bought it and
"It couldn't.<br /><br />From the cutting dialogue to the super special effects this film was a joy to behold throughout. The immediate feel for the bitterness of the antarctic, the affinity for the characters that is built up at the base level before the real action heats up and the cunning finale combine to make this one of the most memorable and enjoyable films around.<br /><br />Up against a long list of films that have attempted to exploit the theme of visitors from another planet, The Thing comes out on top and laughing. Who can forget the perfectly timed dialogue and the chilling special effects? Special effects that are a lot more impressive than the computer generated images that we get to see today. I for one found some of the most enjoyable aspects of the film to be the way that we were introduced slowly to each member of the crew, and the way that they all had some distinctive character traits. This wasn't just a senseless bloodbath-come-slasher-horror flick. This film had feeling. Emotion.<br /><br />I truly can't recommend this film highly enough. I have yet to see anything in it's class that comes anywhere near to matching, let alone bettering, the near perfect acting and timing utilised in this cunning polymesmeric feat of cinema.",1,It couldn't.<br /><br />From the cutting dialogue to the super special effects this film was a joy to behold throughout. The immediate feel for the
"Van damme has done some great films over the years and this one hits a big ten in my books. From the setting of Mexico to the five star fight scenes, this movie was amazing. The film is all about border patrol officers protecting there territory which is the border of Mexico. Ex navy seals are smuggling drugs out of Mexico into the united states of America (USA), Van damme and Scott Atkins give stunning performances as the cop and the villain. Although this film wasn't as good as until death but it still gave the action,acting and the film a five star look. I always look forward to these b grade action films and they keep getting better. keep them coming van damme.<br /><br />Watch this film if you enjoyed films like - Until death, The hard corps and second in command.",1,Van damme has done some great films over the years and this one hits a big ten in my books. From the setting of Mexico to the five star
"I've been looking forward to seeing this film ever since I first caught the trailer, and I'm so glad now that I have. It's truly a wonderful film. The actors are superb, the writing is fresh and real, the whole thing was just spot-on. I love James McAvoy in this, and I can't wait to see him in ""The Lion, the Witch, and the Wardrobe"" movie this December. Romola Garai is wonderful too. Be sure to check her out in ""I Capture the Castle"" or ""Nicholas Nickleby,"" two of my favorite films. Overall, I think I liked this movie because it didn't chicken out. It's a difficult subject matter to tell a story about, in that you're very likely to offend a lot of people or mess up and make it into some overly-sentimental-sugary-sweet love fest. But they avoided doing that completely, and instead made a film that's real, honest, and touching, yes, but never over-the-top. Very well done. Amazingly well done. Go out and see it, and you'll know exactly what I mean.",1,"I've been looking forward to seeing this film ever since I first caught the trailer, and I'm so glad now that I have. It's truly a"
"A River Runs Through It is based on the true story of two fly fishing brothers, Norman and Paul, (Brad Pitt and Craig Sheffer) whose Reverend father (Tom Skerritt) is a strict man whose two passions are his faith and fly fishing, - and, for him and his sons, there is a fine line between the two. This story describes the slow progression of the brothers' lives and how their lives separate on two different paths. It is a touching movie narrated by the director, Robert Redford, playing the elderly Norman and reflecting on times long gone and people long dead.<br /><br />Certain themes recur in the movie, such as memory, death, eternity, and dreams. Most of these themes revolve around the almost tragic hero of Paul. He is a capable, charming, and brave man, but has his fatal flaws.<br /><br />The closing lines sum up the ""point"" of the movie: ""Then in the Arctic half-light of the canyon, all existence fades to a being with my soul and memories and the sounds of the Big Blackfoot River and a four-count rhythm and the hope that a fish will rise. Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of those rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters.""",1,"A River Runs Through It is based on the true story of two fly fishing brothers, Norman and Paul, (Brad Pitt and Craig Sheffer) whose Rever"
"This show was Fabulous. It was intricate and well written and all the characters where likable with out being horribly sweet. Even Jonathan Cake the philandering boyfriend was likable. Since our airwaves are filled with crap like American Idol and Dancing with the Stars, it was nice to see a drama that was not too soap opera like. It was always intriguing to see how each character would be connected to the next circumstance. It really is annoying that we finally get a show that makes you think a little bit and have it thrown out because of some mysterious number that most of us don't even pay attention to. Some of us are not sheep. This show will be missed maybe not by a lot of people but by some pretty loyal fans.",1,This show was Fabulous. It was intricate and well written and all the characters where likable with out being horribly sweet. Even Jonathan Cake the philandering
"I heard tell that Madonna was briefly considered for the Catherine Tremell role. Compared to Sharon Stone, Madonna is too coarse and BAUERISCH. She's not even close. <br /><br />EVIL INCARNATE: Sharon Stone is a bit long in the tooth, the ameliorative effects of modern chemistry and surgery notwithstanding. However, she artfully treats us to a frightening personification of evil beyond redemption. In the obligatory sex scene, she projects pure, crystalline lust. Especially her hooded, luminous eyes and a face flat with pleasure. Thanks to brilliant use of lighting and other stage techniques, the harsh lines of age are only occasionally manifest. Rather, she seems to have a slight golden glow (YES, YEATS). <br /><br />The locations gave us a view of London that is a welcome departure from the usual Londonscapes .The Catherine character is so powerful and menacing that I thank my lucky stars that our paths never crossed. I wouldn't have had a chance.<br /><br />THE ORIGINAL BASIC INSTINCT; ATTEMPTS AT CENSORSHIP: I must briefly comment on the original 1992 film, set in San Francisco, a beautiful city worthy of this film. It is outstanding, from the music to the locations to the sets, and so on. Paul Verhoven pulled striking performances out of the cast and crew. <br /><br />That the main Baddie was a woman did not escape the scrutiny of Bay Area Gay and Lesbian activist groups. Attempts at censorship were vehemently denied. SWELL. These philosophical pygmies demanded editorial control over the script, insisting on re-writes that would promote their political and psychiatrically driven agendas. Example: Sanctimoniously alleging sexism and misogyny, they demanded that the lead role be switched from BAD GIRL to BAD GUY. <br /><br />On locations in San Francisco, the gentle, tolerant activists did their best to sabotage filming of the scenes with noise, flashing lights and other tactics. The Executive Producers, Mario Kassar and Andrew Vajna, vowed to fight any efforts to restrict the artistic freedom guaranteed in our democracy and obtained restraining orders against the disruptive tactics. <br /><br />BLOWBACK: Thanks to the fulminating activists, the film got huge national press coverage - millions of dollars worth of free advertising. Their calls for viewers to boycott the film resulted in a backlash that had customers waiting in long lines wherever the film was launched. It also received widespread critical acclaim. It was, in the words of the reptilian Hackett in NETWORK, ""A BIG- TITTED HIT!"" Sorry, Gentle Reader; I just couldn't resist that one. Yes, it's a gibe.<br /><br />In conclusion, I believe that both BASIC INSTINCT 1 AND 2, with their brilliant musical scores, aesthetics and acting, are works of art <br /><br />that deserve protection under our Constitution.",1,"I heard tell that Madonna was briefly considered for the Catherine Tremell role. Compared to Sharon Stone, Madonna is too coarse and BAUERISCH."
"Although I'm a girl, thankfully I have a sense of humor and realize that this really IS a funny anime! Watching it does give you an overwhelming feeling that it's definitely a guy show but that doesn't take away from the fact that its hilarious! 10/10",1,"Although I'm a girl, thankfully I have a sense of humor and realize that this really IS a funny anime! Watching it does give you an overwhelming feeling"
"I remember watching this film a while ago and after seeing 3000 miles to Graceland, it all came flooding back. Why this hasn't had a Video or DVD release yet? It's sacrilegious that this majesty of movie making has never been released while other rubbish has been. In fact this is the one John Carpenter film that hasn't been released. In fact i haven't seen it on the TV either since the day i watched it. Kurt Russell was the perfect choice for the role of Elvis. This is definitely a role he was born to play. John carpenter's break from horror brought this gem that i'd love the TV to play again. It is well acted and well performed as far as the singing goes. Belting out most of Elvis's greatest hits with gusto. I think this also was the film that formed the partnership with Russell and Carpenter which made them go on to make a number of great movies (Escape from New York, The Thing, Big trouble in little china, and Escape from L.A. Someone has got to release this before someone does a remake or their own version of his life, which i feel would not only tarnish the king but also ruin the magic that this one has. If this doesn't get released then we are gonna be in Heartbreak Hotel.",1,"I remember watching this film a while ago and after seeing 3000 miles to Graceland, it all came flooding back. Why this hasn't had"
"This movie is a piece of the time in which it was made..... Realistic. Movies were not candy coated during the late 60s and early 70s. The producers did not try to create some happy ending that didn't exist. The lack of a happy ending would create agitation in the audience that, hopefully would spur them on to action. At least that's how it seemed at the time. In today's movie world this movie would probably not be done. There would, definitely, not be this ending, however realistic. The sad fact is that the movie depicted a situation which could not be improved upon without action from the improvement of the relationship between the white southern traditional thinking and the progressive movements of that time.",1,This movie is a piece of the time in which it was made..... Realistic. Movies were not candy coated during the late 60s and early 
"Pierce Brosnan has sipped his last Martini and returns, in an outrageous self-parody, as the aging foul-mouthed boozy assassin Julian Noble, who has a particular fondness for teenage girls, bullfights and tacky clothes. During a job in Mexico City he meets Danny (Greg Kinnear), a straight-faced Denver suburban business-man, who's in town to make his deal of-a-life-time, in a hotel bar. Despite their completely different personalities and Julian's crude and insensible remarks, they become friends. <br /><br />Largely carried by the performances of Pierce Brosnan and Greg Kinnear, director Richard Shepard revealed that he didn't write the film with Pierce Brosnan in mind , but I can hardly imagine this without him. He proves to have a real talent for comedy and can be more than just James Bond or cold-war spies. The scene in which the two meet at a glossy hotel bar (stunning sets and beautifully photographed) really is a bravura piece of acting skills. The scene lasts almost fifteen minutes, and although it was probably carefully scripted, the two actors are largely improvising, but they succeed wonderfully! It almost feels like a new standard in screen acting. Think of Robert De Niro and Harvey Keitel in MEAN STEETS improvising and add one of the most subtle underpinnings of many genre clichés and the actors' own typecasting (Brosnan's James Bond in particular), and you got one of the most delightful pairings in recent Hollywood. <br /><br />Sadly, the story wears thin after a while. After an hour, the film just runs out of steam. Nevertheless, and I can't put my finger on it exactly, I did enjoy this very much. It just feels very fresh and original, with some imaginative use of sets and lighting, and some hints to Seijun Suzuki and Jean-Pierre Melville. The other characters aren't given much to do, but this film does offer something new, in that respect it almost effortlessly succeeds in blending all conventional genres into quite an entertaining spoof. Very amusing.<br /><br />Camera Obscura --- 7/10",1,"Pierce Brosnan has sipped his last Martini and returns, in an outrageous self-parody, as the aging foul-mouthed boozy assassin Julian"
This is probably the only female Ninja movie ever made. It's great as a B film and the action sequences are a lot of fun to watch. This movie is just so deliciously 80's. You'll never see another film like it. Check it out for some 80's retro fun.,1,This is probably the only female Ninja movie ever made. It's great as a B film and the action sequences are a lot of fun to watch. This
"I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives the viewer a time-frame. This is done by playing songs from the late Fifties. In the second hour, an instrumental score takes over. The music now fits the mood of the film perfectly.<br /><br />I did not only enjoy the music, I also quite enjoyed the cast. Jake Gyllenhaal as Homer Hickam was especially a surprise for me. He gave off a first-class performance, as did Chris Owen (Quentin) and Chris Cooper (John Hickam).<br /><br />I've seen this movie about escaping the life already laid out for you twice now, and both times I thoroughly enjoyed myself.",1,"I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives"
"I first saw this one when it was first shown, so I'm not too objective about it. It really managed to scare me, partly because it was so late at night, but partly because of that whole feeling from a videotaped suspense story (the same thing that helped Dark Shadows itself). And the casting was so right. I hardly know Shane Briant from anything else, so it might not be so right to call HIM ""well-cast,"" but to me, he IS Dorian Gray. And as far as the other male actors, the one who fit his part so well was Nigel Davenport (who's so good at ""larger than life"" characters) as Sir Henry. And John Karlen, a sort of Dan Curtis ""repertory player"" at the time, because of Dark Shadows. As one poster points out, this version manages to include the involvements with men, in a fairly subtle way. The scene where Dorian recites a list of men's names to John Karlen's character, as a way of blackmailing him, and the look on Karlen's face, were very well-done. (If that scene were done now, it would probably be done in a TOO OBVIOUS way, and be bad by comparison.) I saw it when ""Dorian Gray"" was barely a name to me, let alone more, so even more than the famous 1945 version (which is rightly famous), this is THE version to me.",1,"I first saw this one when it was first shown, so I'm not too objective about it. It really managed to scare me, partly because it was"
"Latter Days is a very, VERY independent movie. And compared to many of today's more modern films, it's lacking on many parts. The shooting seems at times quite amateurish, the dialogues can be a bit chopped up and the characters are not impressively complex. So, don't have too high hopes for this movie, because as I've said, it's very independent. But whatever it lacks in the concrete aspects of the film can be overlooked because of the story's charm! I cannot claim that the plot is outstandingly original, but the story is still beautiful and heart-warming in many ways! It's not about being gay versus being straight, it's about faith, and how you decide to run your own life! It's a silly story, that makes you want to both cry and smile at the same time! So to be honest, Latter Days is far from perfect, but I truly loved the movie and I highly recommend it! It's very critical towards the religious aspects of our society, and there is homosexuality involved - but approach it with an open mind, and I'm pretty sure that most people will enjoy it as much as myself!",1,"Latter Days is a very, VERY independent movie. And compared to many of today's more modern films, it's lacking on many parts. The shooting"
"I first saw this mini-series as a child and though I am a child no longer, I still love it!!! Professional copies are hard to find, however, when it's on DVD, it's MINE!!! =]<br /><br />Great casting, marvellous plots, and plenty of action, romance, and even quite a bit of well-placed comedy. I'm not a historian by nature, but I love this masterpiece of historical fiction!",1,"I first saw this mini-series as a child and though I am a child no longer, I still love it!!! Professional copies are hard to find, however"
"Spirit and Chaos is an artistic biopic of Miyazawa Kenji, a Japanese poet and writer who was active in the early 20th century. The film captures and interprets his artistic method ('sketching' poems), his inspiration (the spirit of nature and its fantastic beauty) and his struggles to accept a harsh reality in the face of his idealist imagination.<br /><br />The film integrated excerpts of Miyazawa's poems into the plot beautifully. His relationships with his students was powerful, especially in one scene where he offers everything he has to a student who has just been caught stealing materials from the classroom. Miyazawa's selfless compassion for the farmers in his village, his sister and other unfortunate people can serve as a lesson to us all. Furthermore, Miyazawa's devotion to science was also nicely portrayed. In a time when Western ideas were still met with skepticism, especially in provincial towns like the one where Miyazawa grew up, he understands its usefulness in helping his fellow villagers and is inspired by its elegance. The way the film presented moments of artistic passion and disappointment in the writer were truly intense and well interpreted.<br /><br />I felt that the CGI integrated into the film, while groundbreaking an innovative, clashed with the more organic animation. It could be argued that this was intentional to represent conflict within the main character, but I found it rather unaesthetic. I also wish that the film had discussed Miyazawa's Buddhist influence, but it worked fine without it. <br /><br />I though this film was very well done. I give it a 9/10, with the one point being deducted for the CGI. Otherwise the animation, plot and dialog were all wonderful and heartfelt. I haven't seen any other films by Kawamori Shoji, but after seeing this one I will be sure to give them a chance.",1,"Spirit and Chaos is an artistic biopic of Miyazawa Kenji, a Japanese poet and writer who was active in the early 20th century."
"most of the bad reviews on this website blame ""Hood of the Living Dead"" for one (or more) of the following reasons: 1) it is a low-budget movie with virtually no acting; 2) it was so bad it made me laugh 3) it is something I could do myself. I won't even discuss the first point because it is a very subjective matter whether you like low-budget and independent stuff or not. I must say, however, that I still fail to understand people renting such a movie as ""Hood of the Living Dead"" and then looking surprised when they realize it is not as polished and cute as a romantic comedy with Lindsay Lohan or Matthew Mc Conaughey. As for the second point, I really don't see what's so wrong with laughing. I personally like to laugh, and love movies that make me to, be they comedies or horror flicks. When in ""Hammerhead"" I saw this girl stepping into a PUDDLE and the shark-man came out of it to eat her, I just cracked up. And I was grateful that the director made such a stupid scene and gave me ten seconds of pure fun. Honestly, laughing just makes me feel good, while it seems that many people writing reviews see it as a bad bad thing. If you only want to feel sad and scared while watching a movie, ""Hood of the Living Dead"" and low-budget flicks are definitely not for you. But please don't come and tell us that you find them laughable. We already know it. This is most probably why we decided to watch the movie in first place. However, it is the third point that leaves totally baffled. Just several years ago people were lining up out of theaters to see ""Blair Witch Project"", which is a way more rudimentary, boring, plot-less and bad-acted movie than ""Hood of the Living Dead"" (and takes itself way too seriously too). Moreover, half a million people go on YouTube every day to see the short films of ""Lonelygirl15"", which is certainly something everyone with a cute girlfriend, a room and a webcam could do! Not to talk about all of the even more amateurish videos you can find there. Why don't people blame those clips for bad acting and non-existing plot? I think it is one of the best things of our times that everyone, with affordable technology and a bunch of friends, can make their own movies and share them with people that have similar interests. And I feel a certain admiration for people who spend their weekends with their friends making a honestly bad (yet refreshing) piece of trash like this rather than shopping at the mall or playing video games alone. Leave aside your biases and your desire to sound like a smart film critic by attacking b-movies, and you'll see that ""Hood of the Living Dead"" can bring you almost as much fun as it did to its makers! If you have a taste for refreshing and enjoyable home-made horror movies, I recommend ""Zombiez"", ""The Ghosts of Edendale"", ""The Killer Eye"", ""Monster Man"", ""Don't Look in the Basement"", ""The Worst Horror Movie Ever Made"", ""Redneck Zombies"", ""Jesus Christ Vampyre-Slayer"" and ""Habit"".",1,"most of the bad reviews on this website blame ""Hood of the Living Dead"" for one (or more) of the following reasons: 1)"
"This was a great anime. True the animation is old but its still worth watching and has a better plot than Ninja Scroll, the problem that it was kinda long.<br /><br />Japanese movie star Hiroyuki Sanada who played Ujio from Last Samurai played the main character Jiro and it was directed by Rintaro who did Galaxy Express 999 and Metropolis.<br /><br />The anime has some good animation for an old anime, interesting characters like the main villain Tenkai and Ando Shouzan and of course lets not forget the beautiful musical scores in the film.<br /><br />All in all this movie is worth watching for fans of anime, animation in general, action, and Samurai/Ninja flicks. Despite the lows in the film that didn't the film from being a great film to watch.<br /><br />Don't miss this film.",1,"This was a great anime. True the animation is old but its still worth watching and has a better plot than Ninja Scroll, the problem that it was kinda"
"This movie deals with the European ERASMUS exchange program but more generally about the European youth. It is so true , that I don't know Klapisch did to reach such a masterpiece... Definitely one of my top 5 movies. It reminds me of the famous song ""This is my life, my life, life is life..."" 10/10",1,"This movie deals with the European ERASMUS exchange program but more generally about the European youth. It is so true, that I don't know Klapis"
"This movie is nothing short of a dark, gritty masterpiece. I may be bias, as the Apartheid era is an area I've always felt for. But I'd say it ranks right up with Cry Freedom and Cry the Beloved Country. Sadly up until a few days ago I'd never even heard of this movie. Inside is one of the most underrated films of all time, probably because it was a small film company, I'd never even heard of it before. Eric Stoltz, one of my favorite actors anyway, is believable and dramatic, Nigel Hawthorne plays his dastardly role well. Do not look for humor in this film, there is none. It is real, savage and gritty to the last, and to the sensitive I'd say bring a box of tissues. But movies as great as this make you wonder, why is it that the greatest films are often never heard of?",1,"This movie is nothing short of a dark, gritty masterpiece. I may be bias, as the Apartheid era is an area I've always felt for"
"Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two surfer guys.<br /><br />I caught this at an art cinema here in America in 1981. Technically I was still a teenager (I was 19) so I was interested in seeing how Australian teens acted. Script wise there's nothing new here. It shows the usual teenage adventures dealing with dating, sex, suicide etc etc. I always knew what was going to happen before it did but I was never bored. What I found interesting was, despite the accent and a few changes in clothes and hair, these teenagers aren't much different than American teens. They had many of the same difficulties and hang-ups. Also this was based on a book from a real surfer girl and her true life adventures and (I heard) it was a faithful adaptation of it. The acting was just OK but the actors were attractive and this was well-made and pretty interesting. So this is no unsung masterpiece but a pretty accurate portrayal of what it's like being a teenager and trying to be with the popular kids. I give it a 7.",1,Movie about two Australian girls--Debbie (Nell Schofield) and Sue (Sue Knight)--and what happens when they become girlfriends of two sur
"As a French, i found it very pleasant to be able to laugh at the old stereotype which is made of French like that, at some defaults of Westerners, at Spy movies etc...and at a lot of other things too, en route... I already saw it 3 times and each time i discovered new things and laughed to tears... Jean Dujardin, Bérénice Béjo, Aure Atika the director and all the cast, all the crew did a fantastic job. This movie is funny but is although much more than that : it's got plenty of levels to it. You laugh because of simple gags, because of some critics made with wit (the movie's courageous enough to be critical), because of physical comedy, because you believe in the characters etc... Esthetically and musically, it's a success too. Go see it if you can.",1,"As a French, i found it very pleasant to be able to laugh at the old stereotype which is made of French like that, at some defaults of Western"
"This is a fine musical with a timeless score by one of my favorite composers (Gershwin) and a nice 'Parisien' atmosphere which gives the movie a lot of charm, but in terms of a story.. well it's not really there. Or at least, not very well worked out. The acting is also not so smooth by Caron. But I liked some of the dialogues, I liked the scene at the Seine, I liked the character played by Levant, the colors; and the dancing of course, which is quite magnificent.<br /><br />A 7.5 - 8 seems on the dot to me.",1,This is a fine musical with a timeless score by one of my favorite composers (Gershwin) and a nice 'Parisien' atmosphere which gives the
"Okay. Here's the thing. I've read through the comments of other viewers --- some trashing the film and some saying it's the funniest, darkest, blackest comedy ever made. Whiffs of Tarantino, etc. Well, not exactly. But, guess what? It's still an enjoyable and, ultimately, funny film. Not brilliant, not trash. Liv Tyler gives a great performance and you absolutely cannot take your eyes off her. She's a woman with very strong decorating ideas...Matt Dillon, a greatly underrated and under-used actor, is wonderful, as ever. He always manages to stride that delicate line between scruff and soul, and he pulls off the comedy beautifully. Ditto John Goodman (though the religious overtones, probably funny in the script, really don't work). Paul Reiser is very good --- definitely better than he was on TV.<br /><br />The usually unbearable Michael Douglas is actually great in this role. As for his coif, well, see the film. Between this and ""Wonder Boys,"" you're actually reminded of the fact that Douglas can act. The movie will make you laugh in parts. Okay, not exactly belly-laughing, but definitely in the I'm-amused-I'm-very-amused category. If you're renting this expecting to see another ""Pulp Fiction,"" forget it. But if want something kinda hip and kinda fun, this is a damned good choice.",1,"Okay. Here's the thing. I've read through the comments of other viewers --- some trashing the film and some saying it's the funniest,"
"Well I don't know much about anything, but I sure liked this film. In short, it was creative, humorous, simple, and heartwarming. In other words, it was everything it set out to be.<br /><br />The story is set around a girl's first love, (as the title suggests) and I certainly should warn you: expect nothing challenging or provocative in terms of the subject matter here. I mean, it is a children's cartoon. It's really just a simple story, but it's told well, and it holds your attention well.<br /><br />In the end: it's short, it's funny, it's cute, it's simple, it's good.",1,"Well I don't know much about anything, but I sure liked this film. In short, it was creative, humorous, simple, and heartwarming"
"I'd even say some shades of Hitchcock...this is clearly better than MMM, which is seen as a guilty pleasure by some if not most Woody fans. By the way, did you know that Annie Hall was first conceived as a murder mystery? Anyhow, Woody reclaims some relevance in film comedy with this one. The plot turns are nice and tight. I will say that in the first 20 minutes or so, some of the actors are a little too hasty at delivering their lines, but stick around. Scarlett Johansson proves well-cast in the Diane Keaton-type role, and at no time is there any uncomfortable moments between her and the much older Woody. No one could imagine a more perfect actor for the role of Peter Lyman than Jackman.",1,"I'd even say some shades of Hitchcock...this is clearly better than MMM, which is seen as a guilty pleasure by some if not most Woody fans"
"Well,I am a dancer so automatically I liked this film. The only thing I didn't like was they didn't have much dancing as I thought there would be. But I have to say the it was a good dance film. I think there should be more songs too. But it was a good film as i said before! My rating 9/10!",1,"Well,I am a dancer so automatically I liked this film. The only thing I didn't like was they didn't have much dancing as I thought there would"
"I had mixed feelings for ""Les Valseuses"" (1974) written and directed by Bertrand Blier when I started watching it but I ended up liking it. I would not call it vulgar (""Dumb and Dumber"" is vulgar, ""The Sweetest Thing"" is both vulgar and unforgivably stupid); I would call it shocking and offensive. I can understand why many viewers, especially, the females would not like or even hate it. It is the epitome of misogyny (or so it seems), and the way two antiheroes treat every woman they'd meet seems unspeakable. But the more I think of it the more I realize that it somehow comes off as a delightful little gem. I am fascinated how Blier was able to get away with it. The movie is very entertaining and highly enjoyable: it is well written, the acting by all is first - class, and the music is sweet and melancholic. Actually, when I think of it, two buddies had done something good to the women they came across to: they prepared a woman in the train (the lovely, docile blonde Brigitte Fossey who started her movie career with one of the most impressive debuts in René Clément's ""Forbidden Games""(1952) at age 6) for the meeting with her husband whom she had not seen for two months; they found a man who was finally able to get a frigid Marie-Ange (Miou-Miou) exited and satisfied; they enlightened and educated young and very willing Isabelle Huppert (in one of her early screen appearances.) Their encounter with Jeanne Moreau elevates this comedy to the tragic level. In short, I am not sure I'd like to meet Gérard Depardieu's Jean-Claude and Patrick Dewaere's Pierrot in real life and invite them over for dinner but I had a good time watching the movie and two hours almost flew - it was never boring.",1,"I had mixed feelings for ""Les Valseuses"" (1974) written and directed by Bertrand Blier when I started watching it but I ended"
