text,label,input
"What a shame that a really competent director like Andre de Toth who specialized in slippery, shifting alliances didn't get hold of this concept first. He could have helped bring out the real potential, especially with the interesting character played by William Bishop. As the movie stands, it's pretty much of a mess (as asserted by reviewer Chipe). The main problems are with the direction, cheap budget, and poor script. The strength lies in an excellent cast and an interesting general concept-- characters pulled in different directions by conflicting forces. What was needed was someone with vision enough to pull together the positive elements by reworking the script into some kind of coherent whole, instead of the sprawling, awkward mess that it is, (try to figure out the motivations and interplay if you can). Also, a bigger budget could have matched up contrasting location and studio shots, and gotten the locations out of the all-too-obvious LA outskirts. The real shame lies in a waste of an excellent cast-- Hayden, Taylor (before his teeth were capped), Dehner, Reeves, along with James Millican and William Bishop shortly before their untimely deaths. Few films illustrate the importance of an auteur-with-vision more than this lowly obscure Western, which, in the right hands, could have been so much more.",0,"What a shame that a really competent director like Andre de Toth who specialized in slippery, shifting alliances didn't get hold of this concept first. He could"
"But I doubt many were running to see this movie. Or ""Some Came Running Out Of The Cinema"". Okay, that's a bit harsh.<br /><br />The film starts in an unintentionally comical way: Frankie-boy comes back to his hometown after many years (this already smells of clichés) and the whole town is shaken by his arrival: he is talked about, everyone wants to talk to him, and every woman he meets flirts with him like there's no tomorrow - even his niece hints that she would gladly have dropped her date to chat with Frankie-boy a little longer! Even his pretty niece wants a piece of him! Sounds like one of those laughable ""Mike Hammer"" episodes where EVERY single female wants Stacey Keach. And, like Stacey Keach, Frankie-boy is anything but a good-looking woman's wet dream. In real life, someone like Sinatra (without the fame) wouldn't get within 100 m of someone as beautiful as MacLaine. But in this Hollywood movie it's the other way around: MacLaine is absolutely nuts about Frankie-boy, but HE couldn't care less! Sinatra plays his ""cool"" shtick much too often in his movies, and it is rarely credible. Dean Martin is kind of miscast; he isn't miscast as a card-player, but rather because of the accent which simply doesn't suit him. MacLaine is charming as ever, but she plays a caricature - and this reliance on caricatures is one of the basic problems with the film. The main characters are all some sort of stereotypes out of bad or seen-it-all-before movies and cheap novels; Frankie is the ""cool cat"" who comes back to town to get all the women, and he couldn't care less about his writing (which, predictably, eventually garners recognition); Martin is a sleazy but friendly card-player; MacLaine is the dumb, but very likable bimbo; Frankie's blond love-interest is a snotty literary expert; Frankie's brother is the successful guy who married into his wife's business and has a lousy marriage; and so on. Clichés.<br /><br />The story contains a couple of coincidences which are a little too far-fetched for my taste: Frankie just happens to bump into his niece in a locale; his niece just happens to be meters away from her daddy when the latter kisses his secretary for the FIRST time; and then there is the awful, stupid ending.<br /><br />In it, a drunk guy bent on killing Frankie-boy somehow manages to find him in a carnival of all places! The place is utterly crowded, with the typical noise and chaos - plus it's happening in the evening - and yet the guy somehow finds Frankie (in spite of being drunk as a doorknob) and shoots at him. But guess who he kills? MacLaine. She jumps in front of the bullet to save Frankie: a cliché which comic-book writers might cringe at. This utterly pathetic, over-dramatic, and annoying ending certainly cannot please any, even semi-intelligent, viewer. And this happens on the same day that MacLaine and Sinatra got married! The writer of this nonsense seems to have read crappy dime novels his whole life - how else is the writing of this movie to be explained? There is even a card game in which a brawl ensues with Frankie & Martin vs. some cliché caricatures out of the writer's ""vivid"" imagination. (It was like a damn Western suddenly.) Another dumb thing is the way Sinatra was crazy about the boring snotty-nosed bimbo and pretty much ignored MacLaine. As the movie progresses we find out that Sinatra finds MacLaine to be too dumb for him, just as the blond bimbo finds Sinatra to be too low-class for her. There is a certain snobbism and disdain to be detected in the script regarding MacLaine. MacLaine is treated as worthless by everyone, while the blond bimbo is treated as a princess and an intellectual; the ironic truth is that the latter's character comes off as rather dumb and not at all as intellectual; her behaviour, comments, and opinions are mostly clichéd, silly, confused, pretentious, and primitive. At least MacLaine's character KNOWS that she (MacLaine) is dumb. There is another irony that I didn't fail to notice: Sinatra had trouble finding an ending for his latest story - much like the writer of this movie, and that's why he came up with the corny, crappy finale.<br /><br />The film basically has a solid cast, and the photography is nice, but the script, though sometimes okay, relies to heavily on silly nonsense instead of on reality-based characters and events.<br /><br />If you're interested in reading my ""biographies"" of Shirley MacLaine and other Hollywood intellectuals, contact me by e-mail.",0,"But I doubt many were running to see this movie. Or ""Some Came Running Out Of The Cinema"". Okay, that's a bit harsh.<br /><"
"The plot was very thin, although the idea of naked, sexy, man eating sirens is a good one.<br /><br />The film just seemed to meander from one meaningless scene to another with far too few nuddie/splatter/lesbian mouth licking shots in between.<br /><br />The characters were wooden and one dimensional.<br /><br />The ending made no sense.<br /><br />Considering it had Tom Savini and Shaun Hutson in it, you would have expected a decent plot and decent special effects. Some of the effects were quite good but there were just too few of them.<br /><br />Brownie points go for occasional flashes of tits and bush, naturally, and of course the lesbian moments. I also thought that the scene with the sirens bathing in the pool under the waterfall could be viewed as an innovative take on the 'shower scene'<br /><br />The film had many of the elements that go into making a first rate horror film but they were poorly executed or used too sparsely.<br /><br />If I had been watching this alone and aged 15, i would have really enjoyed it for about 10 minutes (with 1 hand of the remote control), then lost interest suddenly and needed a pizza...",0,"The plot was very thin, although the idea of naked, sexy, man eating sirens is a good one.<br /><br />The film just seemed"
"Many times the description ""full of sound and fury signifying nothing"" is used and is right on target. Unfortunately ""Code 46"" lacks both sound and fury. A bit of fury would have been greatly appreciated. Tim Robbins character (William) is so lacking in passion that the idea of his falling instantly in love with Maria (Samantha Morton) seems almost absurd. These folks are so passionless that one begins to wonder if perhaps the water supply of this future world has been dosed with thorazine. There is a ""Brave New World"" sort of atmosphere to the film that is helped along by every scene being shot about 2-3 stops overexposed. Unfortunately this technique gets tedious and rather hard on the eyes. The cutesy mishmash of languages also grows tedious when there seems to be no apparent reason for its existence. Many futuristic, scifi films are criticized for being all flash and no substance. This film has neither flash nor substance. Its a code 6 all the way.",0,"Many times the description ""full of sound and fury signifying nothing"" is used and is right on target. Unfortunately ""Code 46"" lacks both sound"
"Having watched all of the Star Trek TV series episodes many times each since the 1960s, most being quite good to superb, and only very few being mediocre, my opinion is that this one is the worst of all.<br /><br />In fact, I think it's so poorly executed as to be an embarrassment to the series. It's not that the story is so bad, although it's not particularly outstanding in any way, but the acting is just abysmal on the part of the two lead characters, meaning those other than the regulars in this case. Barbara Anderson gives her weakest performance ever as the daughter of a mass killer, and who is on a mission of a sort. She practically calls in the role from a phone, and shows no real emotive abilities here. Although usually she's never used as more than a pretty face in most of her film/TV roles,usually small parts, she has done much better.<br /><br />Arnold Moss as her father gives new meaning to the term 'Ham' and is the only actor ever on a 1960s Star Trek episode that outdid William Shatner in this area, and actually makes Shatner look superb by comparison. And he gets to play a Shakespearian actor no less, which gives him more impetus to overact, and he does so.<br /><br />Other than these two leads being so weak, the story is such that anybody with any sense at all can tell who the killer is within the first 15 minutes. I say this because I told my brother the whole plot ending at the first commercial break when we were watching the original 1966 broadcast as pre-teens. His reply was, Yeah, you're right.<br /><br />Skip this one and watch the much superior Menagerie episodes which were originally televised right before.",0,"Having watched all of the Star Trek TV series episodes many times each since the 1960s, most being quite good to superb, and only very few"
"To be honest, I did never read one of the comics and cannot remember part 2 and 3 at all. I can compare to the first part (Werner - Beinhart) and this one here is really disappointing, compared to part1 as well as compared to most other movies I watched the last weeks. The first minutes seam to be just a needless clone of the first movie intro and then it is becoming even worse. There are a few good (funny) scenes, but in total it is just another boring second-rate try of German film industry that cannot succeed (nearly as usual). One good thing: The movie is quite short (75 min.) The bad thing: It only contains story and jokes for 45 Minutes ;) -> Don't watch it",0,"To be honest, I did never read one of the comics and cannot remember part 2 and 3 at all. I can compare to the first part"
"I dug this out and watched it tonight. I honestly think it must be 20 years since the last time I saw it. I remember it being a seriously flawed film. I don't remember it being THIS bad!!!!!<br /><br />I am absolutely aghast that a project with this much potential should have been mistreated so reprehensibly. Who am I to blame for this? The 2 guys who wrote (and I use that word loosely) the script? The casting directors who so terribly miscast at least 3 major characters in the story? (Only 2 of them are among ""the amazing 5"".) The director, who clearly refused to take it seriously, and kept shoving awful music on top of bad writing & bad acting everywhere? (I LIKED the theme song-- but it should never have been used all the way throughout the entire film!) Don Black, who should be ASHAMED at some of the lyrics he wrote for that music?<br /><br />It figures that I should pull this out, less than a week after re-reading the comic-book adaptation. The first 15-20 minutes of the film more-or-less (really, LESS) parallel the first issue of the comic. As I watched it tonight, I kept wondering-- why was ALMOST every single detail changed? Doc showing up, then using his wrist-watch remote-control to open the safe, and the sniper's bullet missing him by 5 inches because the refractive glass, were just about the only things left the same. I mean, if you're gonna do an ""adaptation"", WHY in God's name change EVERYTHING???<br /><br />Once they leave Doc's HQ, virtually NOTHING is as it was in the comic (which, given Roy Thomas, I figure probably follows the book). I read somewhere they actually combined elements of 2 different novels into one movie. Again-- WHY? I've heard it was changed because they weren't able to secure the kind of budget they wanted. I look at the film, and think... LACK OF MONEY in NO WAY explains what I saw on the screen!!<br /><br />You know, when people complain about Joel Schumacher, they should really take a look at this thing. The best thing I can say is, I think it would make a great double-feature with the 1966 BATMAN feature-- and probably a great triple-bill with that and the 1980 FLASH GORDON. All 3 films are ""silly"". Maybe we can ""blame"" the 1966 film (and TV series) for this. Some fans have complained over the years that Adam West's BATMAN ruined the image of comic-books in the minds of generations of non-comics fans. I think the same could be said for Hollywood. I'm reminded of how many really, really BAD films based on ""classic"" characters have been made over the years, especially (it seems to me) in the late 70's & early 80's. Charlie Chan, Fu Manchu, Tarzan, Buck Rogers, Flash Gordon, The Lone Ranger-- all ""murdered"" by Hollywood types who think, ""OH, comic-books! So you know it's supposed to be STUPID!"" More like they're the ""stupid"" ones. What a waste of potential.<br /><br />Let me say some good things... Despite the script and the directing, Ron Ely is GREAT. When I read a DOC SAVAGE story, I don't think of the James Bama paintings, I think of Ely. Bill Lucking (who later was a regular on THE A-TEAM) is terrific. Eldon Quick (who I've seen somewhere else, but can't recall where) is terrific. Paul Gleason-- who I absolutely HATED with a passion and a vengeance in THE BREAKFAST CLUB (""teachers"" like the one he played should be banned from ever teaching anywhere), may be the best of the ""amazing 5"" in the film. Pamela Hensley-- though her part was almost unrecognizable from the original story-- is terrific. Before she let her hair down, I also realized she looked a HELL of a lot like ""Ardala Valmar"" from those awful John Calkins BUCK ROGERS strips I just read the other day. She's got a big nose like Ardala-- only not quite as pronounced. The comics Ardala actually looked more like the 1936 movie Princess Aura-- or Cher. Or maybe Streisand. Take yer pick. (Ardala actually got plastic surgery in the George Tuska strips-- after, she was stunning!)<br /><br />Paul Wexler, funny enough, I saw just last week in a GET SMART episode. I wonder if he was anything like the character he was supposed to be playing? I don't know, because that character sure wasn't in the movie the film takes its title from.",0,I dug this out and watched it tonight. I honestly think it must be 20 years since the last time I saw it. I remember it being a
"this film has its good points: hot chicks people die<br /><br />the problem... the hot Chicks barley get nude and you don't get to see many of the people dieing, mostly just lots of fast movements and screaming though there were two good kill scenes.<br /><br />also for those of you watching this for JENNA JAMESON she is just a side chearator with a very small role and Minor nude scenes.<br /><br />What this film needed.. script and story would be nice but I will not complain about that.. simply put it needs more nudity and better kill scenes cuz lets face it that is why we watch these flicks...<br /><br />I wouldn't waste my money on it...and if you must, wait until it's on the OLD shelves at your local video store",0,this film has its good points: hot chicks people die<br /><br />the problem... the hot Chicks barley get nude and you don't get to
"I think it's two years ago since I have seen the movie and till this day it's the worst film I have ever seen. The only thing I thought after seeing this movie was that it was made for some tax reason. So after all this time I finally spilled my gut ;) And now IMDb says I have to fill 10 lines with comments:<br /><br />""Sorry, you must provide at least 10 lines in your comment. Please return to the edit window (or use the BACK option if this isn't a new window).""<br /><br />Please there is nothing to say anymore...<br /><br />Sorry for some bad English.",0,I think it's two years ago since I have seen the movie and till this day it's the worst film I have ever seen. The only thing I
"This is not an all-around terrible comedy, but it is very DULL. It has barely any laughs, and it wastes its lavish production values. There is one poignant moment near the end, when Fu Manchu offers a dose of his elixir to his ""nemesis"" and tells him that ""You've been my one worthy adversary; and now we can start all over again"". That scene, however, along with Burt Kwouk's amusing cameo in the beginning, are the only memorable parts of the movie. (*1/2)",0,"This is not an all-around terrible comedy, but it is very DULL. It has barely any laughs, and it wastes its lavish production values. There"
1st watched 6/21/2001 - 2 out of 10(Dir-Emmanuel Itier): Pretty much worthless supposed thriller that spends more time drawing us into sexual encounters with and without the star 'Amber Smith.' It tries to wrap a story around the sex scenes but as usual with these types of movies it is not done very well. I was so bored with this movie that I actually fast-forwarded thru the ending to get it over with. The video version I watched was called 'Tell Me No Lies.',0,1st watched 6/21/2001 - 2 out of 10(Dir-Emmanuel Itier): Pretty much worthless supposed thriller that
"Wow...<br /><br />Reading through these comments, I see a remarkable socio-cultural clash theme emerging between the US and ... the Dutch! The US P.o.V. appears to be that this is quite a good little movie, Parker being a likable hero, the story a light-hearted rendition of what could be a glorified form of reality.<br /><br />All three Dutch reviewers view the world through a totally different pair of glasses it seems. They categorically and in surprisingly similar terms agree the movie is a disaster.<br /><br />Far be it from me to take sides in what appears to be a dispute between cultures, on this item as wide apart as the ocean that separates them geographically. Still, based on factual observation - I saw the movie with my very own eyes - I suspect the Dutch are not too far off the mark: <br /><br />""Parker Kane"" is poorly made, utterly boring, and really not worth the celluloid that was no doubt wasted in its creation.",0,"Wow...<br /><br />Reading through these comments, I see a remarkable socio-cultural clash theme emerging between the US and... the Dutch! The US"
"River Queen attempts to pack a complicated, sweeping, historical narrative into just under two hours. There are some breathtaking battle scenes and the Wanganui scenery is beautifully captured. However, the film did suffer from some poor leads - Samantha Morton (Sarah) especially came across as unconvincing. There seemed to be an indecisiveness about how the role should be played - as a helpless waif tossed by fate or as a strong, determined character with a clear view of her destiny. Kiefer Sutherland's character - Private Doyle - seemed to be pointless and for the most part - unintelligible. Keifer's Irish brogue needs a little polishing. On the other hand, Cliff Curtis, Temuera Morrison and Rawiri Pene (as Sarah's son ""Boy"") were well rounded and believable.<br /><br />The last 20 minutes of River Queen came across as particularly compressed and rushed. It seemed as if they decided they had to tie up all the loose ends before 120 minutes were up. E.g. How on earth did Wiremu know how to find Sarah and Doyle? No explanation and very unsatisfying.<br /><br />I did go to this movie with an open mind. I hadn't read or heard anything much apart from its troubled production. What I experienced was a mish mash of New Zealand history, beautifully photographed but ultimately disappointing.",0,"River Queen attempts to pack a complicated, sweeping, historical narrative into just under two hours. There are some breathtaking battle scenes and the Wanganui scenery is"
As kids movie it is great. For the family it just sucks. I was truly hoping for something like the Goonies which is a great film for all ages. This movie was just geared too much to the kids with the silly script and characters calling each other little names like booger breath. ??? Alan Cummings was however a delight. And why do people compare Willy Wonka to this movie...just because there is a theme song closely resembling the Willy Wonka song doesnt make this film anything like Willy Wonka.,0,As kids movie it is great. For the family it just sucks. I was truly hoping for something like the Goonies which is a great film for
"If you like bad movies (and you must to watch this one) here's a good one. Not quite as funny as the first, but much lower quality. A must-see for fans of Jack Frost as well as anyone up for a good laugh at the writing.",0,"If you like bad movies (and you must to watch this one) here's a good one. Not quite as funny as the first, but much lower"
"After watching this movie, I couldn't help but notice the parallels between it and another film called America 3000. Both were very bad mid 1980's post apocalypse disasters on celluloid. Obviously fake sets, wooden acting and stupid monsters are found in both films. About the only difference between the two is that the lead villainess here (played by Angelika Jager) has a very thick accent. Avoid this one unless you're watching the MST3K version. Joel and the bots barely salvage this turkey.",0,"After watching this movie, I couldn't help but notice the parallels between it and another film called America 3000. Both were very bad mid 198"
"I don't often give one star reviews, but the computer won't let me do negative numbers.<br /><br />The opening titles tell us we're in deep water already. Although this is a low budget exploitation film, there are 17 producers credited. No. No.<br /><br />At the beginning of the story abusive husband Kenneth comes home to his family in an upscale gated community. The house is a pigsty. His wife, Della (Kim Basinger) has let the children run amok all day.<br /><br />OK. We're already in deep water. Ms. Basinger was 55 years old when the film came out. Uh, are these her children or grandchildren? It's Christmas Eve. Della drives to the mall, a lengthy scene that could have been cut. To bludgeon home the idea of eeeeeeevil male aggression rampant in the universe she drives past football players in full uniform playing in pouring rain on Christmas Eve. Sure. For a bonus she sees a vehicle with a slaughtered deer tied to it.<br /><br />We get some actual suspense in the driving scenes, though. It's raining and traffic is bad. First we see Della try to drive and smoke at the same time. Then later Della tries to drive and talk on her cell phone at the same time, at one point turning completely around to check the cluttered back seat for the charger for the phone.<br /><br />She wanders the mall, sees an old friend from college, tries to buy stuff but her credit card is declined- gosh, maybe her husband is grumpy because he's going broke, but that's too complicated for the script to follow.<br /><br />In the parking lot she runs afoul of the most ludicrous gang in the history of films. One White boy (Lukas Hass watching his career go down the toilet), one Black, one Asian, and one Hispanic. Imagine a company of Up with People gone to the bad and you'll have the idea.<br /><br />Although they have a gun she gives them attitude. A mall cop comes to investigate the ruckus and they shoot him in the head, firing more than once. The parking lot is crowded as can be, people everywhere, and nobody notices.<br /><br />Della escapes in her car and rather than choosing a police station or well lighted safe area, she drives to a construction site, where she kills all four bad boys one at a time with simply the tools (literally) at hand.<br /><br />MAJOR spoiler ahead.<br /><br />She drives back home. The car poops out so she walks through the pouring rain. Checks on the children, goes downstairs, and when her husband petulantly asks what she got him at the mall shows him the gun and shoots him at point blank range.<br /><br />The experience with the four punks was supposed to result in personal empowerment for Della. Instead we know that her children will probably spend Christmas in foster care or a group home, because the State will collect them while she answers to murder one charges. The four punks can be classified as justifiable homicide in self defense. The husband, different story.<br /><br />I'm so glad I saw this on cable. If I'd seen it in a theater (did it get any release?) I'd have been furious. As is, I'm just sad seeing talents like Ms. Basinger and Mr. Haas waste themselves on garbage like this.<br /><br />One very good thing, though. This was written and directed by Susan Montford. Ms. Montford has not gotten another writing or directing credit since passing this turd. There is justice in the world.",0,"I don't often give one star reviews, but the computer won't let me do negative numbers.<br /><br />The opening titles tell us we're"
"I purchased this movie at a car boot sale, so I was not expecting it to be a horror movie on the same level as A Nightmare on Elm Street (1984) or The Hills Have Eyes (1977) but I thought that it would still be fairly enjoyable to watch. However, it proved to be not at all enjoyable, but instead the acting and the general movie was mock-able, such as the ways the the 'unsees killer' murders his victims and how all of the people killed just happen to be young blonde women. It was a stereotypical horror film. I say this because of the following reasons:<br /><br />1) Three blonde women in danger, the majority get killed. 2) One survives by crawling around in the dark while being chased by the killer. 3) Surprise surprise, help arrives in the form of a shotgun!<br /><br />By using three simple points, I have saved you two odd hours by summarising this poor excuse of a horror movie, so you are now lucky enough to not have to watch it.",0,"I purchased this movie at a car boot sale, so I was not expecting it to be a horror movie on the same level as A Nightmare on Elm Street"
"I find it heart-warming and inspiring that the writing team behind such hopelessly mainstream Hollywood movies like INDIANA JONES AND THE TEMPLE OF DOOM, American Graffiti and HOWARD THE DUCK would begin their career with a low-budget exploitation horror film like this. Perhaps as a testament to the talent that would earn Willard Hyuck and Gloria Katz an Oscar nomination later in their respective careers, Messiah of Evil has potential, but sadly becomes frustrating exactly because it can't muster the film-making prowess to pull it off.<br /><br />The premise involves a young girl who travels to a small coastal town in search for her painter father who went missing a while back. It doesn't take long for the fragmented narrative to abandon all hope and dive headlong in disjointed absurdity - and for a while it works admirably well to the point where you begin thinking that maybe Messiah of Evil needs to be reclaimed from the schlocky gutter of 70's exploitation as an example of artful mystery horror.<br /><br />The surreal non-sequiturs keep piling on as the daughter stumbles upon a young couple in a seedy hotel room who are in town to conduct a research on the local legend of the 'blood moon', a scruffy and half-mad alcoholic (played by the great Elisha Cook Jr. in perhaps the best scene of the movie) who warns her about her father only to be reportedly found dead in an alley 'eaten by dogs' a little later, the blind old lady that owns the local art gallery and who has inexplicably removed all of her father's paintings from the shop and last but not least a retarded, murderous, squirrel-eating albino.<br /><br />Part of the movie's charm is precisely this brand of bargain-basement artsy surrealism that defies logic and genre conventions every step of the way. Whereas with Lynch it is obviously the mark of a talented creator, with Messiah of Evil the boundaries between the 'intentional', the 'unintentional' and the 'didn't really expect it to come out this way but it's good enough - WRAP SCENE' blur hopelessly.<br /><br />Take for example the double narration that flows in and out of the picture in a drug-addled, feverish, stream-of-consciousness way, one coming from the daughter as she wanders from place to place in search for her father, and the other narrated by her father's voice as she reads his diary. <br /><br />While we're still talking about a 'living dead' picture, Messiah of Evil is different and only loosely one - at least with current preconceptions of what a zombie movie is supposed to be. The origin of the living dead here is a 100 year old curse, bestowed upon the town by a mysterious 'Dark Stranger' who came from the woods one day. In the meantime Hyuck finds time for snippets of mass-consumption criticism in a flesh-eating supermarket scene that predates DAWN OF THE DEAD by a good number of years (you can hear the MST3K line already: 'man is dead, only his capitalist food tins remain') and a nicely thought but poorly executed similar scene in a movie theater.<br /><br />I generally think that the surreal works in careful, well measured doses - how is the absurd to work if it's not hidden within the perfectly normal? Hyuck seems to just smear it all over the picture and by doing so dangerously overplays his hand. When the albino for example picks up a girl hitching her way to town and eats a squirrel in front of her, you can almost imagine the director winking meaningfully at the audience, amused and satisfied with his own hijinks. <br /><br />The general film-making level is also pretty low - after the half-way mark, the pace becomes muddled and the story tiresome and evidently going nowhere and not particularly fast either. Add to that the choppy editing, average acting and Hyuck's general inability to capture true atmosphere - the empty streets of coastal town are criminally misused - and I'd file Messiah under 'missed opportunity' but still grindhouse afficionados will find enough to appreciate - even though it's not particularly gory, trashy or sleazy.",0,I find it heart-warming and inspiring that the writing team behind such hopelessly mainstream Hollywood movies like INDIANA JONES AND THE TEMPLE OF DO
"I was very surprised to see that this movie had such a good rating, when i checked it on IMDb after seeing it. This really is one of the worst movies i have ever seen and i have seen many bad movies. It looks like a good movie in the beginning, but when he comes into surgery i couldn't believe how bad it got. This voice-over destroys EVERYTHING! Just imagine you are being cut open like that and then listen to what he says. I saw the movie in German so i don't really know what he said in English, but ironic stuff like ""Yeah right, it doesn't hurt..""?...what is this? Telling yourself ""think about something else"" and then forgetting your pain by just thinking about your girlfriend is just...stupid. And his mother...how the hell does she figure something like that out? Someone comes to tell her, her son died in surgery (what she kind of had to expect). Plus she found some letters in Jessica Albas bag. plus that ""she knows the hospital"" stuff... and then it takes her ""one second"" to figure it out? What the hell?^^ And the ending...why does the police bust them? The patient died in surgery, thats all that happened. That drunk doctor doesn't know anything else either...and then they bust them all, even the girlfriend??? Why??? Despite all that i think Christensen did a bad job, but that doesn't really count for me...those mistakes and stupid things i wrote about above are the problem. I watched this movie with some friends and we all were VERY disappointed... As i said, one of the worst movies i have ever seen... Just don't watch it ;)",0,"I was very surprised to see that this movie had such a good rating, when i checked it on IMDb after seeing it. This really is one of the"
"The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week, Dr. Cox is bald because they showed these episodes in a different order than they filmed them. The latest episode when our favorite grumpy, Jesus-loving Nurse Roberts dies Dr. Cox shaves his head. The must have showed them out of order for some odd reason and forgot they slipped up the continuity. For shame, Scrubs. They've made mistakes like this before. I remember when Elliot is trying to date Scott Foley and her hair is wet 2 seconds before water hits her. I try not to notice these things, but my favorite show needs to step it up.",0,The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week
"- Bad Stuff: This movie is real crap. Bad stunts for one thing, they looked so fake I thought this was ""The Twilight Zone"". The flashbacks are pretty much useless. One part of the movie he thinks taking his anger out on a window will make his life better. I wanna know the casting director and if he was high because the acting, even from the adults was horrid. A kissing scene in this movie even sucked. This movie killed the book. The book was great. I highly do not recommend this movie. Not even for educational purposes. <br /><br />- Good Stuff: I don't know what I can say really. There is some suspense parts that get you going, but they are quickly shot down by the bad stunt work and acting. <br /><br />- My Verdict: Do not watch.",0,"- Bad Stuff: This movie is real crap. Bad stunts for one thing, they looked so fake I thought this was ""The Twilight Zone"". The"
"WHITE CHICKS Hold on, why couldn't they have dressed as Black Chicks, oh yeah, they wouldn't look different at all. Can anyone give me one Wayans movie where they haven't dressed up as ladies? Don't Be A Menace doesn't count, Jack White and Michael Costanza ghost wrote that (the other Norton Trio members acted as Directors).<br /><br />In White Chicks, there's never really any jokes. It's just the Wayans acting like girls for 2 hours. There's no setups, no punchlines and no laughs. There is a lot of ""I think I'm gonna play some Time Crisis 3."" At least for me there was (5 times to be exact).<br /><br />Somebody has to tell Kenan Ivory, Damon, Marlon, Shawn, Damien (the only talented one), Kim, Rakeesha, George W., and Osama Bin Wayans to stop making movies. Its only hurting the O-Zone layer.<br /><br />VERDICT 1/2* out of ****",0,"WHITE CHICKS Hold on, why couldn't they have dressed as Black Chicks, oh yeah, they wouldn't look different at all. Can anyone"
"Seeing as the world snooker championship final finished in a premature and disappointing manner with Ronnie O`Sullivan defeating Greame Dott by 18 frames to 8 BBC 2 found a gap in their schedule and so decided to broadcast A WALK ON THE MOON a movie I had absolutely no knowledge off<br /><br />I missed a few seconds of the title credits so had no idea Viggo Mortensen starred in it and thought possibly it might be a cheap TVM , certainly the opening with the mawkish Pearl and Marty taking their kids to a Summer camp has that sort of made for TV feel though the brightly lit ( Too brightly lit ) cinematography seemed to suggest this was a cinematic film and it wasn`t until the appearence of Viggo Mortensen as hippy guy Walker that I realised this was a cinema release , after all someone of Mortensen`s stature wouldn`t star in a TVM , I mean that`s like a legend like Robert DeNiro appearing in a straight to video film . Wait a minute , didn`t Bob .... ?<br /><br />Some people on this site have mentioned that Pearl and Marty are an unconvincing on-screen couple and I agree . I can understand why Pearl would be attracted to exciting hippy guy but have no idea why Walker would be attracted to plain house wife Pearl . The sixties was before my time but surely if you`ve got the choice between hippy chicks and bored house wives it`s not really a choice at all . Mind you a lot of people took LSD in those days so I guess that explains it<br /><br />I feel the major problem of A WALK ON THE MOON comes down to the fact it`s a romantic drama at heart ( Just like you`d expect in a TVM ) with several cloying coming of age scenes so why include a fairly explicit sex scene ? It jars with the rest of the movie and is possibly off putting to the menopuasal women who were 20 something in 1969 . I say possibly because the movie also seems to aim at a teeenage market with the coming of age scenes and those teenagers will probably be bored with the historical and social context of man walking on the moon and Woodstock . In other words A WALK ON THE MOON tries to attract many types of audience but will probably appeal to none of them",0,Seeing as the world snooker championship final finished in a premature and disappointing manner with Ronnie O`Sullivan defeating Greame Dott by 18 frames
"It seems like more consideration has gone into the IMDb reviews of this film than went into the source.<br /><br />Here's a review without pretensions:<br /><br />Just when you think nothing is going to happen, it doesn't.<br /><br />Dress it up any way you like, this is a dull film, full of unengaging characters doing very little of interest.<br /><br />One to put on if you want to convince an impressionable emo chick that you're like, so deep, man.<br /><br />Not something to watch for your own pleasure though.<br /><br />Unless.<br /><br />You're.<br /><br />Pretentious.",0,It seems like more consideration has gone into the IMDb reviews of this film than went into the source.<br /><br />Here's a review without pretensions
"*review may contain spoilers*<br /><br />predictable, campy, bad special effects. it has a TV-movie feeling to it. the idea of the UN as being taken over by Satan is an interesting twist to the end of the world according to the bible. the premise is interesting, but its excution falls waaaay short. if you want to convert people to Christianity with a film like this, at least make it a quality one! i was seriously checking my watch while watching this piece of dreck. can't say much else about this film since i saw it over a year ago, and there isn't really much to say about this film other than.....skip it!",0,"*review may contain spoilers*<br /><br />predictable, campy, bad special effects. it has a TV-movie feeling to it."
"The Bone Snatcher is about a group miners who go on a search for a missing crew of miners in the Namib Desert. When the find them, they are nothing more than bones stripped clean and they could not have been dead for more than six hours. The story keeps you interested as to what exactly caused this. The characters are well enough, and the acting is pretty good.<br /><br />About an hour and ten minutes in when you find out what is causing the bones to be stripped clean, you sigh ""oh, that is really stupid."" The movie is ruined by bad writing and a non-exciting ending. Up until that point, the movie was pretty good, and it is a shame that it took such a bad turn. So I cannot recommend this movie. I gave it a 4/10.",0,"The Bone Snatcher is about a group miners who go on a search for a missing crew of miners in the Namib Desert. When the find them,"
"I saw it tonight and fell asleep in the movie.<br /><br />That is something that I have not done since - I have never fallen asleep at the movies.<br /><br />I LOVE the original and have seen it several times and recommend it to everyone. This may have been the problem but I do not think so, because there were a couple of bright spots that showed if done right they could have made this movie work.<br /><br />Bette was under used and Anne was over used and miscast.<br /><br />I do not know why English or anyone for that matter let this go out in that condition.<br /><br />They billed this as a Sex in the City but better? Not a chance I liked Sex in the City a lot and was disappointed by this movie.<br /><br />So do not waste your money on this movie - go see anything but this!",0,I saw it tonight and fell asleep in the movie.<br /><br />That is something that I have not done since - I have never fallen asleep at
